Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
68353109,2026-03-16 09:41:00,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Telephone Lines,Street,11234,1818 RYDER STREET,RYDER STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,RYDER STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084820048.0,BROOKLYN,"1,003,041","162,964",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61395501972,-73.93231850647,POINT (-73.932318506474 40.613955019723)
68332018,2026-03-14 10:58:39,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2374 EAST 71 STREET,EAST 71 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST 71 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084480068.0,BROOKLYN,"1,011,296","163,519",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61545702689,-73.90258341453,POINT (-73.902583414535 40.615457026888)
68307914,2026-03-12 16:19:15,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2509 MILL AVENUE,MILL AVENUE,BASSETT WALK,EAST 59 PLACE,BASSETT WALK,EAST 59 PLACE,ADDRESS,BROOKLYN,MILL AVENUE,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3086520017.0,BROOKLYN,"1,009,023","161,713",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61050657855,-73.91077711926,POINT (-73.910777119256 40.610506578553)
68304893,2026-03-12 13:26:49,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1651 EAST 35 STREET,EAST 35 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST 35 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3077080021.0,BROOKLYN,"1,001,345","163,334",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6149740275,-73.9384262267,POINT (-73.938426226698 40.614974027504)
68295707,2026-03-11 17:16:46,03/12/2026 03:17:18 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1573 EAST 53 STREET,EAST 53 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST 53 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,03/12/2026 03:17:25 PM,18 BROOKLYN,46.0,Precinct 63,3078780022.0,BROOKLYN,"1,005,328","165,232",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62017506185,-73.92407410481,POINT (-73.924074104812 40.620175061851)
68286026,2026-03-11 15:31:16,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,5030 KINGS HIGHWAY,KINGS HIGHWAY,UTICA AVENUE,EAST 51 STREET,UTICA AVENUE,EAST 51 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3077340054.0,BROOKLYN,"1,004,274","170,557",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63479350672,-73.92785496024,POINT (-73.927854960241 40.634793506716)
68297324,2026-03-11 12:22:29,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1929 KIMBALL STREET,KIMBALL STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,KIMBALL STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085070028.0,BROOKLYN,"1,003,786","162,500",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61267982457,-73.92963650628,POINT (-73.929636506282 40.612679824569)
68279405,2026-03-10 18:26:17,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1564 EAST 37 STREET,EAST 37 STREET,FLATLANDS AVENUE,AVENUE P,FLATLANDS AVENUE,AVENUE P,ADDRESS,BROOKLYN,EAST 37 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3076980068.0,BROOKLYN,"1,001,287","164,227",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61742523869,-73.93863288111,POINT (-73.938632881107 40.617425238686)
68276359,2026-03-10 15:15:48,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2504 EAST 63 STREET,EAST 63 STREET,BASSETT WALK,MAYFAIR DRIVE SOUTH,BASSETT WALK,MAYFAIR DRIVE SOUTH,ADDRESS,BROOKLYN,EAST 63 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3086520021.0,BROOKLYN,"1,009,256","161,609",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6102204656,-73.90993832798,POINT (-73.909938327976 40.610220465602)
68257169,2026-03-09 14:19:32,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2134 EAST 35 STREET,EAST 35 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST 35 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085340056.0,BROOKLYN,"1,003,809","160,426",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60698707148,-73.92955967333,POINT (-73.929559673328 40.606987071481)
68265200,2026-03-09 13:29:10,03/12/2026 11:51:14 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,2206 EAST 66 STREET,EAST 66 STREET,STRICKLAND AVENUE,OHIO WALK,STRICKLAND AVENUE,OHIO WALK,PLACE,BROOKLYN,EAST 66 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,03/12/2026 11:51:18 AM,18 BROOKLYN,46.0,Precinct 63,3086320001.0,BROOKLYN,"1,009,580","163,488",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61537701022,-73.90876436111,POINT (-73.908764361108 40.615377010223)
68261199,2026-03-09 11:12:48,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1742 HENDRICKSON STREET,HENDRICKSON STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,HENDRICKSON STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078880062.0,BROOKLYN,"1,003,218","163,962",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61669394532,-73.93167818385,POINT (-73.931678183852 40.616693945321)
68237440,2026-03-07 09:12:35,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2045 EAST 56 STREET,EAST 56 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST 56 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3083990021.0,BROOKLYN,"1,006,505","162,578",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61288750641,-73.91984313705,POINT (-73.91984313705 40.612887506409)
68218738,2026-03-05 13:51:14,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2034 EAST 58 STREET,EAST 58 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST 58 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084000040.0,BROOKLYN,"1,007,038","163,174",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61452204794,-73.917921396,POINT (-73.917921396003 40.614522047941)
68201401,2026-03-04 15:38:50,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1447 EAST 65 STREET,EAST 65 STREET,VETERANS AVENUE,AVENUE T,VETERANS AVENUE,AVENUE T,ADDRESS,BROOKLYN,EAST 65 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3083870018.0,BROOKLYN,"1,007,958","164,983",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61948496166,-73.91460135817,POINT (-73.914601358166 40.619484961663)
68201271,2026-03-04 15:10:15,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2795 MILL AVENUE,MILL AVENUE,56 DRIVE,NATIONAL DRIVE,56 DRIVE,NATIONAL DRIVE,ADDRESS,BROOKLYN,MILL AVENUE,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085940090.0,BROOKLYN,"1,007,742","160,416",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60695006984,-73.91539530058,POINT (-73.915395300579 40.606950069842)
68198451,2026-03-03 11:22:40,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1671 KIMBALL STREET,KIMBALL STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,KIMBALL STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078640011.0,BROOKLYN,"1,002,422","164,104",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61708537411,-73.93454495397,POINT (-73.93454495397 40.617085374108)
68194200,2026-03-03 11:21:45,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1671 KIMBALL STREET,KIMBALL STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,KIMBALL STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078640011.0,BROOKLYN,"1,002,422","164,104",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61708537411,-73.93454495397,POINT (-73.93454495397 40.617085374108)
68179830,2026-03-02 16:10:02,03/03/2026 09:14:03 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Sign,Street,11234,FILLMORE AVENUE,FILLMORE AVENUE,FILLMORE AVENUE,EAST 38 STREET,FILLMORE AVENUE,EAST 38 STREET,INTERSECTION,,,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",03/03/2026 09:14:06 AM,18 BROOKLYN,46.0,Precinct 63,,BROOKLYN,"1,003,210","162,369",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61232150791,-73.93171147258,POINT (-73.931711472576 40.612321507907)
68184310,2026-03-02 11:06:11,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1509 EAST 32 STREET,EAST 32 STREET,EAST 31 STREET,AVENUE P,EAST 31 STREET,AVENUE P,ADDRESS,BROOKLYN,EAST 32 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3076940031.0,BROOKLYN,"1,000,117","163,575",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61563780668,-73.94284874145,POINT (-73.942848741451 40.615637806682)
68167553,2026-03-01 15:51:19,03/03/2026 12:56:34 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,2240 EAST 59 PLACE,EAST 59 PLACE,STRICKLAND AVENUE,MILL AVENUE,STRICKLAND AVENUE,MILL AVENUE,ADDRESS,BROOKLYN,EAST 59 PLACE,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,03/03/2026 12:56:38 PM,18 BROOKLYN,46.0,Precinct 63,3086500045.0,BROOKLYN,"1,008,642","161,769",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61066134395,-73.91214913248,POINT (-73.912149132482 40.61066134395)
68128558,2026-02-26 01:00:31,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2060 EAST 64 STREET,EAST 64 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST 64 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084060033.0,BROOKLYN,"1,008,405","164,047",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61691462989,-73.91299456827,POINT (-73.912994568267 40.616914629892)
68040830,2026-02-19 12:38:23,03/12/2026 08:22:26 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1153 EAST 73 STREET,EAST 73 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST 73 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,03/12/2026 08:22:30 AM,18 BROOKLYN,46.0,Precinct 63,3083430013.0,BROOKLYN,"1,007,816","167,895",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62747816765,-73.91510269036,POINT (-73.915102690358 40.627478167651)
68025194,2026-02-17 17:42:48,02/18/2026 03:09:05 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Sign,Street,11234,EAST 38 STREET,EAST 38 STREET,EAST 38 STREET,FILLMORE AVENUE,EAST 38 STREET,FILLMORE AVENUE,INTERSECTION,,,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,02/18/2026 03:09:11 PM,18 BROOKLYN,46.0,Precinct 63,,BROOKLYN,"1,003,210","162,369",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61232150791,-73.93171147258,POINT (-73.931711472576 40.612321507907)
68022550,2026-02-17 13:28:54,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1820 EAST 36 STREET,EAST 36 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST 36 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084790057.0,BROOKLYN,"1,002,468","162,420",PHONE,Unspecified,BROOKLYN,,,,,,,,40.612463049,-73.93438380692,POINT (-73.934383806923 40.612463049002)
67903269,2026-02-08 13:24:41,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1826 EAST 34 STREET,EAST 34 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST 34 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,,BROOKLYN,"1,002,073","162,067",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61149494028,-73.93580741878,POINT (-73.935807418776 40.611494940276)
67843032,2026-02-03 15:14:23,03/10/2026 10:35:51 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1725 EAST 38 STREET,EAST 38 STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,EAST 38 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,03/10/2026 10:35:55 AM,18 BROOKLYN,46.0,Precinct 63,3078850036.0,BROOKLYN,"1,002,367","163,365",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61505708532,-73.93474504532,POINT (-73.934745045322 40.615057085316)
67797479,2026-01-31 15:53:16,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2139 EAST 64 STREET,EAST 64 STREET,AVENUE U,STRICKLAND AVENUE,AVENUE U,STRICKLAND AVENUE,ADDRESS,BROOKLYN,EAST 64 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084650061.0,BROOKLYN,"1,008,784","163,611",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61571685945,-73.91163100926,POINT (-73.911631009258 40.615716859451)
67783758,2026-01-30 10:28:33,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2139 EAST 64 STREET,EAST 64 STREET,AVENUE U,STRICKLAND AVENUE,AVENUE U,STRICKLAND AVENUE,ADDRESS,BROOKLYN,EAST 64 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084650061.0,BROOKLYN,"1,008,784","163,611",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61571685945,-73.91163100926,POINT (-73.911631009258 40.615716859451)
67632581,2026-01-26 16:30:21,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Telephone Lines,Street,11234,2039 EAST 37 STREET,EAST 37 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST 37 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085230024.0,BROOKLYN,"1,003,734","161,358",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60954538494,-73.92982709143,POINT (-73.929827091429 40.609545384939)
67576189,2026-01-22 11:21:12,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2005 SCHENECTADY AVENUE,SCHENECTADY AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078450036.0,BROOKLYN,"1,003,623","166,200",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62283591136,-73.93021297193,POINT (-73.930212971928 40.622835911356)
67569170,2026-01-21 14:07:18,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2766 MILL AVENUE,MILL AVENUE,56 DRIVE,NATIONAL DRIVE,56 DRIVE,NATIONAL DRIVE,ADDRESS,BROOKLYN,MILL AVENUE,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085930076.0,BROOKLYN,"1,007,880","160,540",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6072900574,-73.91489787025,POINT (-73.914897870247 40.6072900574)
67467415,2026-01-12 13:39:13,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1329 EAST 40 STREET,EAST 40 STREET,KINGS HIGHWAY,LOTT PLACE,KINGS HIGHWAY,LOTT PLACE,ADDRESS,BROOKLYN,EAST 40 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3078220028.0,BROOKLYN,"1,002,329","166,377",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62332447434,-73.93487385028,POINT (-73.934873850277 40.623324474337)
67416039,2026-01-07 13:07:02,01/08/2026 02:32:38 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,5416 AVENUE M,AVENUE M,EAST   54 STREET,EAST   55 STREET,EAST   54 STREET,EAST   55 STREET,ADDRESS,BROOKLYN,AVENUE M,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,01/08/2026 02:32:41 PM,18 BROOKLYN,46.0,Precinct 63,3078790048.0,BROOKLYN,"1,005,621","165,755",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62160988538,-73.92301702285,POINT (-73.923017022853 40.621609885377)
67381825,2026-01-03 13:17:29,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,7002 AVENUE L,AVENUE L,EAST   70 STREET,EAST   72 STREET,EAST   70 STREET,EAST   72 STREET,ADDRESS,BROOKLYN,AVENUE L,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3083570031.0,BROOKLYN,"1,007,886","167,363",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62601775363,-73.91485237611,POINT (-73.914852376108 40.626017753631)
67324308,2025-12-29 18:57:35,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1850 EAST   34 STREET,EAST   34 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   34 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084770060.0,BROOKLYN,"1,002,161","161,963",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61120930431,-73.93549074769,POINT (-73.935490747694 40.611209304307)
67329305,2025-12-29 16:38:46,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,5211 AVENUE T,AVENUE T,EAST   52 STREET,EAST   52 STREET,EAST   52 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,AVENUE T,,In Progress,,"NYC Parks inspected the tree and assigned it to priority category C. The agency works on trees based on priority. They categorize tree conditions from A (highest priority) to D (lowest priority).  There isnât a set timeframe for work in category C. If the condition gets worse, please file a new request. Parks will reinspect the tree and update the priority level if needed. You can track the status of the work through the Tree Work Hub at nyc.gov/parks/treework.  If you prefer not to wait, you can hire a qualified tree care contractor. You'd need to pay for the work yourself and get a Tree Work Permit. You can apply for the free permit at nyc.gov/parks/trees.  Are you interested in caring for street trees in your neighborhood? You can get trained and certified by Trees New York to prune low-hanging branches. To learn about the free Citizen Pruner program, visit treesny.org/citizen-pruners-stewardship.",12/30/2025 09:22:53 AM,18 BROOKLYN,46.0,Precinct 63,3085300007.0,BROOKLYN,"1,005,418","162,203",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61186087255,-73.92375940875,POINT (-73.923759408751 40.611860872548)
67278719,2025-12-23 14:37:41,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,8 WHITMAN DRIVE,WHITMAN DRIVE,EAST   66 STREET,UTAH WALK,EAST   66 STREET,UTAH WALK,ADDRESS,BROOKLYN,WHITMAN DRIVE,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3086270003.0,BROOKLYN,"1,010,351","162,425",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61245705868,-73.9059914222,POINT (-73.905991422198 40.612457058677)
67271287,2025-12-22 11:16:32,12/24/2025 11:40:24 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,5019 AVENUE I,AVENUE I,UTICA AVENUE,EAST   51 STREET,UTICA AVENUE,EAST   51 STREET,ADDRESS,BROOKLYN,AVENUE I,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,12/24/2025 11:40:27 AM,18 BROOKLYN,45.0,Precinct 63,3077540001.0,BROOKLYN,"1,004,280","169,005",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63053358339,-73.92783794912,POINT (-73.927837949123 40.630533583387)
67262455,2025-12-21 08:33:25,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Telephone Lines,Street,11234,1530 EAST   51 STREET,EAST   51 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   51 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078480054.0,BROOKLYN,"1,004,708","166,250",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62297071182,-73.92630434517,POINT (-73.926304345165 40.622970711825)
67191227,2025-12-15 09:35:57,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1574 EAST   33 STREET,EAST   33 STREET,AVENUE N,AVENUE P,AVENUE N,AVENUE P,ADDRESS,BROOKLYN,EAST   33 STREET,,In Progress,,"NYC Parks inspected the tree and assigned it to priority category C. The agency works on trees based on priority. They categorize tree conditions from A (highest priority) to D (lowest priority).  There isnât a set timeframe for work in category C. If the condition gets worse, please file a new request. Parks will reinspect the tree and update the priority level if needed. You can track the status of the work through the Tree Work Hub at nyc.gov/parks/treework.  If you prefer not to wait, you can hire a qualified tree care contractor. You'd need to pay for the work yourself and get a Tree Work Permit. You can apply for the free permit at nyc.gov/parks/trees.  Are you interested in caring for street trees in your neighborhood? You can get trained and certified by Trees New York to prune low-hanging branches. To learn about the free Citizen Pruner program, visit treesny.org/citizen-pruners-stewardship.",12/17/2025 08:13:09 AM,18 BROOKLYN,45.0,Precinct 63,3076940063.0,BROOKLYN,"1,000,520","163,491",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61540651326,-73.94139738085,POINT (-73.941397380845 40.615406513259)
67177708,2025-12-14 10:18:55,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1450 EAST   53 STREET,EAST   53 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   53 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078500058.0,BROOKLYN,"1,005,235","166,281",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62305456769,-73.92440584274,POINT (-73.924405842742 40.623054567692)
67102332,2025-12-08 13:19:20,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,4620 AVENUE M,AVENUE M,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,AVENUE M,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078710049.0,BROOKLYN,"1,003,479","165,577",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62112622065,-73.93073347505,POINT (-73.930733475052 40.62112622065)
